Gene	ADHD	AD	AF	BP	CD	Celiac	CAD	DrinkWeek	FG	GRT	IBD	Insomnia	Intel	SLE	MDD	MS	PBC	ReactionTime	RA	SCZ	SleepDuration	SWB	T1D	T2D	UC	VNR	Worry	ALT	ALP	TC	Glucose	HbA1c	HDL	LDL	SHBG	TST	TBIL	TP	TG	EOS	LYM	MCH	MONO	PLT	RDW	RBC	WBC	BMD-HT	Balding	BMI	Height	WHR	DBP	SBP	BreastCancer	ECOL	EY	Smoking	AIT	Eczema	ASM	CVD	HTN	HT	RR-ENT	BMR	FEVi/FvC	FVC	NRT	MorningPerson	HAIR	MNR	MNP	NCH
NPEPPS	0.05147583	0	0	0	0	0.047056496	0	0.070092514	0	0.12689368	0	0.04917257	0.08018953	0	0.10124321	0	0	0.07927963	0	0.08888716	0.09465274	0.1274515	0	0	0	0.069642454	0.09090879	0.05820629	0	0.032605898	0.0734137	0	0	0.030715281	0	0.035183355	0	0	0	0	0	0	0	0	0	0	0	0.09042284	0.09744105	0.10135671	0	0	0	0.0865806	0.07226721	0.09430709	0.10143929	0.10850549	0	0	0	0.07766874	0.08016748	0.06728624	0	0.09111783	0	0.09883782	0.09452744	0.090323105	0	0.082293235	0	0.07799674
NPIPB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040667295	0
NPM1	0	0.1271704	0	0	0.13293001	0.060027268	0	0	0.09008564	0	0.15457302	0	0	0.077437505	0	0.14906968	0.14955802	0	0.038292665	0	0	0	0.05279402	0	0.12970093	0	0	0.04946703	0.057700757	0.10000885	0	0.08017127	0.10965942	0.08159589	0.087640226	0.030859528	0.07565299	0	0.081206605	0.09317381	0.058753744	0.12152411	0	0.15684104	0.15291315	0.07872169	0.10354012	0	0	0	0	0	0	0	0	0	0	0	0.08176764	0	0	0	0	0.053580046	0	0	0	0	0	0	0	0	0	0
NPNT	0	0	0.14999318	0.08116854	0	0	0.13352554	0	0	0	0	0.07993842	0.118846945	0	0.09885666	0	0	0.13829151	0	0.13816336	0.09042349	0.124387935	0	0	0	0.0956528	0.10679074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11595239	0.048998304	0	0.14264522	0.12982766	0	0.08887232	0.09943052	0	0	0	0.046735894	0.06342314	0.08892849	0	0	0.0993308	0.205228	0.1293653	0	0.11331911	0.04570512	0	0	0
NPPA	0	0	0	0	0	0	0	0	0.040587313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053142574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPR1	0	0	0	0	0	0	0	0.0548827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033303063	0	0	0	0	0	0	0	0.041523535	0	0	0	0.031179707	0.028606795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114802614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPRL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039791398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPTN	0	0	0	0	0	0	0.076747015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046219606	0	0	0	0	0	0.11622272	0	0	0	0	0	0	0
NPTXR	0	0	0	0	0	0	0.043321025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031031448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036899734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NQO1	0	0	0	0	0	0	0	0.04743139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035263363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05016553	0	0	0	0.029195923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048885796	0	0	0	0	0	0.047626518	0.034112852	0.0468088	0.052918073	0	0	0.037721887	0.048595324	0	0	0.059447527	0	0.045279577	0	0	0	0	0	0	0	0	0	0	0.05868064	0	0	0	0	0	0	0	0	0	0.049375966	0	0	0	0	0	0	0	0	0	0	0	0
NR2F1	0	0	0	0	0.04861239	0	0	0	0	0	0	0.076201186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08244164	0.0358105	0	0	0.04052928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04242207	0.10556378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059106145	0	0.08684665
NR2F2	0	0	0	0.036341492	0	0	0.080738366	0	0	0	0	0.06165294	0	0	0	0	0	0	0.02845982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05282451	0	0.086274534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047153447	0	0	0
NR2F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029683517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04113883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C1	0	0	0	0	0	0	0	0.04682556	0	0	0	0	0	0	0	0	0	0	0.03506821	0	0	0	0.072004974	0	0	0	0	0	0.029650774	0	0	0	0	0	0	0	0	0.042798467	0	0	0.051365152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055429883	0	0	0.057884302	0.06779792	0.062304083	0	0	0	0	0	0	0	0	0	0
NR3C2	0	0	0.09894998	0	0	0	0	0	0	0	0	0.054879937	0	0	0.10397104	0	0	0	0	0	0.08100031	0.13083495	0	0	0	0.06773127	0.075301655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08858179	0	0	0	0	0	0	0.09621583	0.10012161	0	0	0	0.048892807	0.06608373	0	0	0	0	0	0	0	0	0	0	0
NR4A1	0	0.05876378	0	0	0.17977192	0.07268738	0	0	0	0	0.19024149	0	0	0.050846193	0	0.1267578	0.12109376	0	0.06987987	0	0	0	0.07548063	0	0.13827403	0	0	0.07276173	0.088422336	0.03380135	0	0.047681108	0.07361112	0.03276237	0.086667225	0.042801447	0	0.07848082	0.060522176	0.09470033	0.10249073	0.12766677	0.08990133	0.070097275	0.1077946	0.037605323	0.1351498	0	0	0	0	0	0	0	0	0	0	0	0.09004743	0.108028136	0.050076917	0	0	0.06065407	0	0	0	0	0	0	0	0	0	0
NR4A2	0	0	0	0	0.15082248	0.09926566	0	0	0	0	0.15447646	0	0	0.05285051	0	0.11328819	0.09010172	0	0.0399477	0	0	0	0.039852608	0	0.103693984	0	0	0.053181928	0.04524526	0	0	0	0.048468355	0	0.041543134	0	0	0.048280947	0	0.09080101	0.08083388	0.0678659	0.07215717	0	0.05618424	0	0.13349043	0	0	0	0	0	0	0	0	0	0	0	0.06592857	0.1309042	0.06534025	0	0	0.051067136	0.050420895	0	0	0	0	0	0	0	0	0
NR4A3	0	0	0	0	0.1205333	0	0	0	0	0	0.10691861	0	0	0	0	0	0	0	0.033956114	0	0	0	0	0	0.062045902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05710588	0.057416275	0	0.080956005	0	0	0	0.07398478	0	0	0	0	0	0	0	0	0	0	0	0	0.102356985	0.07386016	0	0	0	0.06007563	0	0	0	0	0	0	0	0.04279035	0
NRARP	0	0	0	0	0	0	0.07960306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054856744	0	0	0	0	0	0	0.027226353	0	0	0	0	0	0	0	0	0	0	0.048047047	0	0	0	0	0	0	0	0	0.042146266	0	0	0
NRBF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035831038	0.041301243	0	0	0	0	0	0	0	0	0	0.048131097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033899147	0
NRBP1	0	0	0	0	0	0	0	0	0.083205044	0	0	0	0	0.0359387	0	0	0.051562782	0	0	0	0	0	0	0	0	0	0	0	0.031728756	0.060765572	0.041237984	0.05368297	0.04697481	0.058784742	0.041105308	0.039878584	0	0	0.0642001	0	0	0	0	0.07973006	0.040317513	0	0	0	0	0	0.039298154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048674706	0	0	0
NRCAM	0.0741914	0	0	0	0	0	0	0	0	0.09904552	0	0.04210119	0	0	0.1002551	0	0	0.092395425	0	0.09610446	0.07522909	0.14463726	0	0.026533654	0	0	0	0.03322715	0	0	0.05015368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082033515	0.09433243	0.093582846	0	0	0	0	0	0.09683407	0	0.10304427	0	0.052261304	0	0	0	0	0.05152238	0.09624651	0.10333399	0	0.09645416	0.102567956	0.04163691	0.053263966	0	0.09187839
NREP	0	0	0	0	0	0	0.052376173	0	0.07686056	0	0	0.06409739	0	0.038975626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025927236	0	0	0	0	0	0	0.063766524	0.064466596	0.053021383	0	0	0	0	0.034248844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07019339	0	0
NRGN	0	0	0	0.06345785	0	0	0.11395231	0	0	0	0	0	0	0	0	0	0	0.08595988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061667275	0	0	0	0	0	0	0.047493782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRIP1	0.07491595	0	0.12026467	0	0	0.04627478	0	0	0	0.10156174	0	0	0	0	0.1013701	0	0	0	0.04233994	0.11070552	0	0.14808072	0	0	0	0	0	0.035680573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060890827	0	0	0	0	0.10619332	0.10353609	0	0	0	0	0.09260817	0.09489107	0.09798411	0.11462639	0	0	0	0	0	0.069865115	0	0	0.09757581	0	0	0.10074842	0.09702943	0	0	0.054541692	0.06420862
NRIP2	0	0	0	0.03353547	0	0	0.0822385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRP1	0.09566747	0	0.12820597	0	0	0.045010492	0	0.082213424	0	0.17206074	0	0.06192486	0.11523037	0	0.17090365	0	0	0.13720506	0	0.1398474	0.12469716	0.24666183	0	0.050710246	0	0.09854929	0.13514453	0.057923026	0	0	0.07545672	0	0	0	0	0.031656973	0	0.089995496	0	0.042241387	0	0	0.04949199	0	0	0	0	0.13943367	0.15898885	0.16360353	0	0.09533623	0.14299738	0.13254555	0.11732069	0.16247626	0.17764898	0.18202287	0	0.07953403	0.058436733	0.08854403	0.121653125	0	0.07281028	0.16872299	0.16487795	0.13638587	0.1599036	0.16405693	0.05337689	0.1301482	0	0.11727351
NRP2	0	0	0	0	0	0.03943431	0.044119556	0	0.045574985	0	0	0	0	0.047571227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056437735	0	0	0	0	0	0	0	0	0	0	0	0	0.061131768	0.04232892	0	0	0	0.043480314	0	0	0	0	0	0	0	0	0
NRXN1	0	0	0	0.036595277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN2	0	0	0	0.034938753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02682963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN3	0	0	0	0.071540445	0	0	0	0	0	0	0	0.07933198	0.07556695	0	0	0	0	0.10493648	0	0.10240286	0.084718294	0	0	0	0	0	0.0739591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10371744	0	0	0	0	0	0.103593774	0.09949789	0.10359858	0	0	0	0	0	0	0	0.09079766	0	0	0.09514277	0.08671137	0	0	0	0.06618568
NSA2	0	0.04621667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035035774	0	0	0	0.038470786	0.03450436	0	0.025567293	0	0	0	0	0	0	0	0	0.042225976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSD1	0.066085115	0	0.107716635	0	0	0	0	0.06253758	0	0.11206851	0	0.055029046	0.09134195	0	0.11939569	0	0	0.0983196	0	0.11256228	0.105550006	0.15235619	0	0.025770018	0	0.08116306	0.094916314	0	0	0	0.04355687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09996582	0.103699766	0.11624717	0	0.07199527	0.101130575	0.105048485	0.07561898	0.11451958	0.1201077	0.12016316	0	0	0	0.078825414	0.0987649	0	0	0.1315624	0.14237446	0.10764116	0.11093866	0.11515077	0	0.075884245	0	0.08484667
NSD3	0.06752074	0	0.12217082	0	0	0	0	0.06031725	0	0.1553209	0	0	0.08751344	0	0.15781187	0	0	0.10478401	0	0.119736746	0.09834002	0.191571	0	0	0	0.10389411	0.09753381	0	0	0	0.037109483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101399116	0.13286918	0.124480076	0	0.1083183	0.11355404	0.122629434	0.088410914	0.1302931	0.15884422	0.15334769	0	0	0	0.060402684	0.095381804	0	0	0.14364327	0.13300037	0.11008775	0.14374958	0.13075358	0	0.0693562	0.034818925	0.071023725
NSF	0	0	0	0	0	0	0	0.06471281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028320746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03340696	0
NSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036017127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSMAF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046364967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE2	0.067557216	0	0.0958641	0	0	0	0	0.058740262	0	0.12873209	0	0.060595922	0.1050176	0	0.12209427	0	0	0.11263337	0	0.112463474	0.09531589	0.17840138	0	0	0	0.09213612	0.10316011	0	0	0	0.038078174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09956126	0.11631824	0.12845142	0	0	0.098654926	0.10696138	0.07780596	0.13097915	0.1366456	0.14084752	0	0	0	0.058814246	0.08597319	0	0.0450676	0.11625048	0.1149974	0.113421366	0.12676974	0.119618826	0	0.08119899	0	0.088094175
NSMF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030186083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSRP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048613343	0	0	0	0	0	0	0	0	0	0	0	0
NSUN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06261188	0
NSUN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028385133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04217087	0.036306527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NT5C2	0.07116555	0	0.11113885	0	0	0	0	0.061181415	0	0.16187765	0	0	0.08905475	0	0.1517254	0	0	0.11758975	0	0.14359306	0.098911084	0.17117962	0	0.04883816	0	0.08859009	0.14029615	0	0	0	0.042917475	0	0	0	0	0	0	0.042666446	0	0	0	0	0	0	0	0	0	0.099055745	0.11735028	0.12373072	0	0.059595484	0.12022619	0.12328651	0.0852108	0.14421524	0.14024004	0.170151	0	0.053496666	0	0.089885674	0.12217414	0	0	0.14895411	0.11468561	0.09999022	0.1476519	0.11569371	0	0.09543966	0.045236893	0.08644864
NT5DC1	0	0	0	0.065183274	0	0	0.055591047	0	0	0	0	0.053846117	0.073187396	0	0	0	0	0.08328238	0	0	0	0	0	0	0	0	0	0.032691073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027355976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105401576	0	0	0	0	0	0	0
NT5DC2	0	0	0	0.08548131	0	0	0.091781914	0	0.033553973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078658834	0	0.043556422	0	0	0	0	0.08024945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTF3	0	0	0	0	0	0	0.06929284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035993237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTM	0	0	0	0.0339883	0	0	0	0	0	0	0	0.046871006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06178996	0	0
NTNG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09393177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06941404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NTRK3	0	0	0.08938774	0.054328494	0	0	0.10937458	0	0	0	0	0	0.07540232	0	0	0	0	0.08474146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0394253	0	0.088713214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUAK1	0.04949873	0	0.091365434	0	0	0	0	0	0	0.09899088	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030311834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07788526	0	0.084826194	0	0	0.096203655	0	0	0	0	0.049523268	0	0	0	0.09191922	0	0	0	0	0	0	0.03911969	0
NUCB1	0	0.09146556	0	0	0.05828526	0	0	0	0.042516254	0	0.08133382	0	0	0	0	0.07553351	0.09130756	0	0	0	0	0	0.048042588	0	0.08580836	0	0	0	0.08366063	0.05878922	0	0.07616595	0.08612701	0.053884644	0.054394983	0	0	0	0.07274188	0	0.04114311	0.09745391	0	0.089615345	0.08700411	0.07448418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUCB2	0	0.11266793	0	0	0.05569513	0	0.036211427	0	0.07753831	0	0.07147891	0.043259837	0	0.049429268	0	0.10340442	0.07673487	0	0	0	0	0	0	0	0.07297644	0	0	0	0	0	0	0.04943085	0.051204905	0.031158905	0.049248658	0	0	0	0.048775803	0	0	0.09218133	0	0.09433998	0.060374822	0.09197444	0.03993664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUCKS1	0	0.05195265	0	0	0	0	0	0	0	0	0.06614303	0	0	0	0	0.06531632	0.09534011	0	0.036543984	0	0	0	0.06964985	0.031863783	0.066873915	0	0	0	0.07719505	0.06029603	0	0.058218006	0.08519194	0.039473634	0.055435713	0.031222133	0	0	0.05776198	0	0	0.08874375	0	0.059401564	0.06385639	0.050832108	0	0	0	0	0	0	0	0	0	0	0	0	0.05241718	0	0	0	0	0	0	0	0	0	0	0	0.04944312	0	0	0
NUDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03821938	0.06420589	0	0.036468588	0.035686463	0.03947592	0	0.05362046	0	0	0.05609709	0	0.079100765	0.046578642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039565552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT4	0	0	0	0	0	0	0.051489905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034544144	0.03637302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029808035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUFIP2	0	0	0.09375375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041500166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06550732	0	0	0	0	0.084389664	0	0	0	0	0	0	0	0	0	0	0.045204036	0.057600457	0	0	0	0	0	0	0	0	0	0	0	0	0.090027995	0
NUMA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02999579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06015908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUMB	0.09236245	0	0.14263697	0.041529056	0	0.052970372	0	0.09739166	0	0.16221711	0	0.08062713	0.1305812	0	0.1625375	0	0	0.14998206	0	0.15477188	0.1153162	0.23447432	0	0.03277622	0	0.11402408	0.13373086	0.04484275	0	0	0.058919393	0	0	0	0	0	0	0.056755647	0	0.04715108	0.041333478	0	0.04902365	0	0	0	0.042886358	0.14762536	0.14924479	0.16976401	0	0	0.12860192	0.13153501	0.12115702	0.18496028	0.18662503	0.17240016	0	0.078777485	0.06782023	0.074413955	0.109662294	0.04507924	0.07780017	0.15138178	0.18034296	0.155528	0.16446382	0.15350352	0.047191605	0.10134944	0	0.115503736
NUP133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037855342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
